index,TITLE_NAME,LANGUAGE,RELEASED,RATING,IMDB
0,Christmas Break-In,English,2019,TV-Y7-FV,4.6
2,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,English,2016,TV-Y7,7.7
3,A truthful Mother,Sanskrit,2019,TV-Y7,6.4
7,Buddy Thunderstruck: The Maybe Pile,English,2017,TV-Y7,8.0
8,Captain Underpants Epic Choice-o-Rama,English,2020,TV-Y7,6.3
10,Carmen Sandiego: To Steal or Not to Steal,English,2020,TV-Y7,6.7
17,Chhota Bheem and the Curse of Damyaan,Hindi,2012,TV-Y7,6.4
35,Garfield's Fun Fest,English,2008,TV-Y7,4.4
36,Ghost Patrol,English,2016,TV-Y7,4.9
37,Invader Zim: Enter the Florpus,English,2019,TV-Y7,7.5
39,Lego DC Comics: Batman Be-Leaguered,English,2014,TV-Y7,6.6
40,LEGO Jurassic World: The Indominus Escape,English,2016,TV-Y7,5.7
41,LEGO Marvel Super Heroes: Avengers Reassembled!,English,2015,TV-Y7,6.2
42,LEGO Marvel Super Heroes: Black Panther,English,2018,TV-Y7,5.8
43,LEGO: Marvel Super Heroes: Maximum Overload,English,2013,TV-Y7,6.5
49,Mighty Raju Rio Calling,Hindi,2014,TV-Y7,4.7
50,Monster Island,English,2017,TV-Y7,4.8
61,My Little Pony Equestria Girls: Legend of Everfree,English,2016,TV-Y7,6.4
64,Pokémon the Movie: I Choose You!,Japanese,2017,TV-Y7,6.3
67,Pokémon: Mewtwo Strikes Back - Evolution,English,2019,TV-Y7,5.7
68,Rocko's Modern Life: Static Cling,English,2019,TV-Y7,7.0
71,Sahara,English,2017,TV-Y7,5.5
77,Spirit Riding Free: Spirit of Christmas,English,2019,TV-Y7,6.0
78,Stretch Armstrong: The Breakout,English,2018,TV-Y7,6.4
83,The Spooky Tale of Captain Underpants Hack-a-ween,English,2019,TV-Y7,6.3
85,Trolls Holiday Special,English,2017,TV-Y7,6.2
87,100 Things to do Before High School,English,2014,TV-Y,6.1
88,A Fairly Odd Summer,English,2014,TV-Y,3.9
90,A StoryBots Christmas,English,2017,TV-Y,5.9
97,Angela's Christmas,English,2018,TV-Y,7.0
100,A Family Reunion Christmas,English,2019,TV-PG,5.4
104,A Stoning in Fulham County,English,1988,TV-PG,5.7
108,Aalorukkam,Malayalam,2018,TV-PG,7.0
109,Across Grace Alley,English,2013,TV-PG,6.5
110,Action Replayy,Hindi,2010,TV-PG,4.2
111,After Maria,English,2019,TV-PG,4.4
112,After the Raid,Spanish,2019,TV-PG,4.2
114,Aggretsuko: We Wish You a Metal Christmas,English,2018,TV-PG,7.5
116,Airplane Mode,Portuguese,2020,TV-PG,3.8
118,Amelia: A Tale of Two Sisters,English,2017,TV-PG,6.4
119,Amrapali,Hindi,1966,TV-PG,6.7
121,ANIMA,English,2019,TV-PG,7.7
123,Antoine Griezmann: The Making of a Legend,French,2019,TV-PG,6.5
127,Baby Dolls,Punjabi,2019,TV-PG,7.2
128,Bandie,Hindi,1978,TV-PG,4.7
130,Ben Platt Live from Radio City Music Hall,English,2020,TV-PG,0.0
131,Benji,English,2018,TV-PG,6.3
132,Bibi & Tina,German,2014,TV-PG,4.9
133,Big Time Movie,English,2012,TV-PG,6.5
134,Bill Nye: Science Guy,English,2017,TV-PG,6.1
135,Billu,Hindi,2009,TV-PG,6.2
136,Bleach The Movie: Fade to Black,Japanese,2008,TV-PG,7.3
138,Bogda,Marathi,2018,TV-PG,7.2
139,Boss,Hindi,2013,TV-PG,5.1
142,Breaking the Bank,English,2014,TV-PG,4.8
143,Brian Regan: Nunchucks and Flamethrowers,English,2017,TV-PG,6.2
144,Bulbul Can Sing,Hindi,2018,TV-PG,6.8
146,Chadi Jawani Budhe Nu,Punjabi,1976,TV-PG,4.6
147,Chasing Coral,English,2017,TV-PG,8.1
150,Chillar Party,Hindi,2011,TV-PG,7.4
153,Christmas With A View,English,2018,TV-PG,5.1
154,Chup Chup Ke,Hindi,2006,TV-PG,6.8
155,Coffee for All,English,2017,TV-PG,5.8
159,Cowspiracy: The Sustainability Secret,English,2014,TV-PG,8.3
161,Cristina,English,2016,TV-PG,7.9
162,Da Kath & Kim Code,English,2005,TV-PG,7.4
163,Dancing with the Birds,English,2019,TV-PG,8.3
164,Dangal,Hindi,2016,TV-PG,8.4
167,Dharam Sankat Mein,Hindi,2015,TV-PG,6.3
169,Dilwale,Hindi,2015,TV-PG,5.2
170,DJ Cinderella,Portuguese,2019,TV-PG,4.6
171,Do Dooni Chaar,Hindi,2010,TV-PG,7.6
174,Don't Go Breaking My Heart,Cantonese,2011,TV-PG,6.5
176,Dragon Quest Your Story,Japanese,2019,TV-PG,6.6
177,Dragons: Dawn of the Dragon Racers,English,2014,TV-PG,7.0
178,Drishyam,Hindi,2015,TV-PG,8.2
180,Ekşi Elmalar,Turkish,2016,TV-PG,7.1
181,El sendero de la anaconda,English,2019,TV-PG,6.9
183,End Game,English,2018,TV-PG,7.1
184,English Babu Desi Mem,Hindi,1996,TV-PG,4.7
186,Eve's Apple,Spanish,2017,TV-PG,6.6
187,Evening Shadows,Hindi,2018,TV-PG,7.1
188,Expedition Happiness,English,2017,TV-PG,5.9
189,Extremis,English,2016,TV-PG,7.3
190,F.R.E.D.I.,English,2018,TV-PG,5.0
191,Falling Inn Love,English,2019,TV-PG,5.6
192,Fan of Amoory,Arabic,2018,TV-PG,5.4
194,Fireworks,Japanese,2017,TV-PG,5.5
195,Flavors of Youth: International Version,English,2018,TV-PG,6.6
199,French Toast,English,2015,TV-PG,5.6
200,Full Count,English,2019,TV-PG,5.5
201,FullMetal Alchemist,Japanese,2017,TV-PG,5.3
203,Go Karts,English,2020,TV-PG,5.9
204,GO! The Unforgettable Party,Spanish,2019,TV-PG,5.6
205,GODZILLA The Planet Eater,Japanese,2018,TV-PG,5.0
206,Good Sam,English,2019,TV-PG,5.6
207,Guru,Hindi,2007,TV-PG,7.7
208,Hajwala: The Missing Engine,Arabic,2016,TV-PG,2.1
209,Hantu Kak Limah,Malay,2018,TV-PG,6.4
210,Hard Lessons,English,1986,TV-PG,6.1
211,Harishchandrachi Factory,Marathi,2009,TV-PG,8.4
213,Hey Arnold! The Jungle Movie,English,2017,TV-PG,7.6
214,Hikaru Utada Laughter in the Dark Tour 2018,Japanese,2018,TV-PG,8.6
215,Holiday in the Wild,English,2019,TV-PG,6.1
216,Holiday Rush,English,2019,TV-PG,4.8
219,Hot Sweet Sour (Aci Tatli Eksi),Turkish,2017,TV-PG,6.1
222,I Am Kalam,Hindi,2010,TV-PG,8.0
223,I Am Mother,English,2019,TV-PG,6.7
224,I Will Follow,English,2010,TV-PG,6.0
225,Imago,Marathi,2018,TV-PG,6.3
226,In Defense of a Married Man,English,1990,TV-PG,5.6
228,Into the Inferno,English,2016,TV-PG,7.2
229,It Takes a Man and a Woman,Filipino,2013,TV-PG,6.7
230,Iyore,English,2015,TV-PG,6.9
232,Jackie: A Tale of Two Sisters,English,2017,TV-PG,6.9
233,Jerry Seinfeld: 23 Hours To Kill,English,2020,TV-PG,6.7
234,JFK: The Making of a President,English,2017,TV-PG,6.5
235,Jim Gaffigan: King Baby,English,2009,TV-PG,7.8
236,John Mulaney & The Sack Lunch Bunch,English,2019,TV-PG,7.5
238,Joker,Hindi,2012,TV-PG,2.4
240,K-on! the movie,Japanese,2011,TV-PG,7.6
241,Kaake Da Viyah,Punjabi,2019,TV-PG,5.1
242,Kalek Shanab,Arabic,2019,TV-PG,6.4
243,Kanavu Variyam,Tamil,2017,TV-PG,6.8
245,Kevin Hart's Guide to Black History,English,2019,TV-PG,5.4
246,Kevin James: Never Don't Give Up,English,2018,TV-PG,6.1
247,Kevin James: Sweat the Small Stuff,English,2001,TV-PG,7.5
248,Kids on the Block,Turkish,2019,TV-PG,5.5
249,Kismat Konnection,Hindi,2008,TV-PG,5.2
250,Kung Fu Panda: Secrets of the Scroll,English,2016,TV-PG,7.1
252,Lakeeran,Punjabi,2016,TV-PG,6.2
253,Lakshya,Hindi,2004,TV-PG,7.9
254,LEGENDS OF THE HIDDEN TEMPLE,English,2016,TV-PG,5.8
255,Lessons from a School Shooting: Notes from Dunblane,English,2018,TV-PG,5.8
257,"Liar, Liar, Vampire",English,2015,TV-PG,5.8
258,Liefling,Afrikaans,2010,TV-PG,6.3
259,Life of An Outcast,Hindi,2018,TV-PG,6.7
260,Life Overtakes Me,English,2019,TV-PG,6.5
262,Lionheart,English,2018,TV-PG,5.6
263,Los Tigres del Norte at Folsom Prison,Spanish,2019,TV-PG,6.9
264,Love Is War,English,2019,TV-PG,7.0
266,Luka Chuppi,Hindi,2019,TV-PG,6.3
268,"Main, Meri Patni Aur Woh",Hindi,2005,TV-PG,7.3
270,Mallesham,Telugu,2019,TV-PG,8.5
272,Mayday Life,Mandarin,2019,TV-PG,7.8
274,Mercury 13,English,2018,TV-PG,6.8
276,Mi amigo Alexis,Spanish,2019,TV-PG,4.9
277,Michael Lost and Found,English,2017,TV-PG,5.2
280,Mitt,English,2014,TV-PG,6.9
287,My Sleeping Lover (Habibi Na'eman),Arabic,2008,TV-PG,2.9
289,Nate Bargatze: The Tennessee Kid,English,2019,TV-PG,7.5
290,Ne Zha,Mandarin,2019,TV-PG,7.5
291,Next Gen,English,2018,TV-PG,6.6
294,Njan Prakashan,Malayalam,2018,TV-PG,7.6
295,Notes on Blindness,English,2016,TV-PG,7.1
296,Oh My God,Hindi,2012,TV-PG,8.1
297,Old Lord Savanna,Portuguese,2018,TV-PG,7.7
298,Once Again,Malayalam,2018,TV-PG,7.1
300,Oprah Winfrey Presents: When They See Us Now,English,2019,TV-PG,7.7
302,"Out of Many, One",English,2018,TV-PG,5.3
304,Paheli,Hindi,2005,TV-PG,6.5
305,Parmanu: The Story of Pokhran,Hindi,2018,TV-PG,7.7
306,PATRICK (2019),English,2019,TV-PG,5.8
307,Pee-wee's Big Holiday,English,2016,TV-PG,6.1
309,Period. End of Sentence.,Hindi,2018,TV-PG,7.4
310,Perú: Tesoro escondido,Spanish,2017,TV-PG,6.1
311,Pretville,Afrikaans,2012,TV-PG,4.9
312,Prince,Hindi,1969,TV-PG,6.8
313,Professor,Hindi,1962,TV-PG,7.0
314,Qismat,Punjabi,2018,TV-PG,8.4
315,Quiet Victory: The Charlie Wedemeyer Story,English,1988,TV-PG,7.7
316,Real Crime: Supermarket Heist (Tesco Bomber),English,2010,TV-PG,6.8
318,ReMastered: Devil at the Crossroads,English,2019,TV-PG,7.0
320,Rip Tide,English,2017,TV-PG,5.5
321,Rise: Ini Kalilah,Malay,2018,TV-PG,5.0
322,ROAD TO ROMA,English,2020,TV-PG,7.7
323,Rock My Heart,German,2019,TV-PG,6.6
325,Salam - The First ****** Nobel Laureate,English,2018,TV-PG,7.9
326,Sand Storm,Arabic,2016,TV-PG,6.8
327,Santa Girl,English,2019,TV-PG,5.0
328,Sarajevo,German,2014,TV-PG,6.7
330,Saving Capitalism,English,2017,TV-PG,6.8
337,Shonar Pahar,Bengali,2018,TV-PG,8.1
338,Shortcut Safari,Hindi,2016,TV-PG,6.1
339,Shubh Aarambh,Gujarati,2017,TV-PG,7.3
342,Singapore,Hindi,1960,TV-PG,6.1
343,Sitara: Let Girls Dream,English,2020,TV-PG,7.3
344,Special 26,Hindi,2013,TV-PG,8.0
345,Steal a Pencil for Me,English,2006,TV-PG,7.5
346,Strange Voices,English,1987,TV-PG,6.5
347,Swades,Hindi,2004,TV-PG,8.2
349,Tall Girl,English,2019,TV-PG,5.2
351,Taylor Swift reputation Stadium Tour,English,2018,TV-PG,8.3
359,The Blue Umbrella,Hindi,2005,TV-PG,7.6
360,The Boy Who Harnessed the Wind,English,2019,TV-PG,7.6
361,The Butterfly's Dream,Turkish,2013,TV-PG,7.8
362,The Christmas Chronicles,English,2018,TV-PG,7.1
363,The Christmas Trap,English,2017,TV-PG,5.9
364,The Crystal Calls Making the Dark Crystal: Age of Resistance,English,2019,TV-PG,7.6
365,The Guernsey Literary and Potato Peel Pie Society,English,2018,TV-PG,7.4
369,The Late Bloomer,English,2016,TV-PG,5.4
372,The Mars Generation,English,2017,TV-PG,6.4
373,The Mitfords: A Tale of Two Sisters,English,2017,TV-PG,6.7
374,The Most Unknown,English,2018,TV-PG,6.6
376,The Royal Hibiscus Hotel,English,2017,TV-PG,5.1
377,The Russian Revolution,Russian,2017,TV-PG,6.5
378,The Ryan White Story,English,1989,TV-PG,7.3
382,The Trader (Sovdagari),Georgian,2018,TV-PG,6.7
384,The White Helmets,English,2016,TV-PG,7.5
387,Theeya Velai Seyyanum Kumaru,Tamil,2013,TV-PG,6.1
391,Triumph of the Heart,English,1991,TV-PG,7.4
393,Untamed Romania,Romanian,2018,TV-PG,8.7
396,Verses of Love,Indonesian,2008,TV-PG,7.1
397,Vikrithi,Malayalam,2019,TV-PG,7.4
398,Vince and Kath and James,Filipino,2016,TV-PG,7.0
400,Violet Evergarden: Eternity and the Auto Memory Doll,Japanese,2019,TV-PG,7.4
401,Walk. Ride. Rodeo.,English,2019,TV-PG,6.4
402,War Against Women,English,2013,TV-PG,6.7
404,Wedy Atkalam,Arabic,2018,TV-PG,0.0
405,What the Health,English,2017,TV-PG,7.4
406,What's Your Raashee?,Hindi,2009,TV-PG,4.6
408,White Fang,French,2018,TV-PG,7.0
410,Wives on Strike: The Revolution,English,2017,TV-PG,3.6
411,Zion,English,2018,TV-PG,7.2
412,Zipi & Zape y la Isla del Capitan,Spanish,2016,TV-PG,5.6
414,#Alive,Korean,2020,TV-MA,6.2
415,100 Meters,Spanish,2016,TV-MA,7.5
416,122,Arabic,2019,TV-MA,7.1
417,13TH,English,2016,TV-MA,8.2
418,14 Minutes from Earth,English,2016,TV-MA,5.4
419,18 Presents,Italian,2020,TV-MA,0.0
420,1922,English,2017,TV-MA,6.3
421,2 Alone in Paris,French,2008,TV-MA,5.1
424,37 Seconds,Japanese,2020,TV-MA,7.3
426,4L,Spanish,2019,TV-MA,5.9
427,6 Balloons,English,2018,TV-MA,5.8
432,A Fall from Grace,English,2020,TV-MA,5.8
434,A Fortunate Man,Danish,2018,TV-MA,7.2
435,A Futile and Stupid Gesture,English,2018,TV-MA,6.8
436,A Heavy Heart,German,2015,TV-MA,7.1
437,A Home with A View,Cantonese,2019,TV-MA,5.9
438,A Kid from Coney Island,English,2019,TV-MA,8.1
439,A Land Imagined,Mandarin,2019,TV-MA,6.3
442,A Remarkable Tale,Spanish,2019,TV-MA,5.2
443,A Second Chance,Filipino,2015,TV-MA,7.1
444,A Sun,Mandarin,2019,TV-MA,7.7
445,A Trip to Jamaica,English,2016,TV-MA,5.5
446,A Twelve Year Night,Spanish,2018,TV-MA,7.6
448,A Yellow Bird,Tamil,2016,TV-MA,5.5
449,Accident,Cantonese,2009,TV-MA,6.6
450,Adam Devine: Best Time of Our Lives,English,2019,TV-MA,5.7
451,ADAM SANDLER 100% FRESH,English,2018,TV-MA,7.6
452,Adam: His Song Continues,English,1986,TV-MA,7.2
453,Adel Karam: Live from Beirut,Arabic,2018,TV-MA,5.2
454,Aditi Mittal: Things They Wouldn't Let Me Say,English,2017,TV-MA,4.4
455,Adú,Spanish,2020,TV-MA,6.6
456,Advantageous,English,2015,TV-MA,6.2
460,Agustín Aristarán: Soy Rada,Spanish,2018,TV-MA,6.7
462,Aiyaary,Hindi,2018,TV-MA,5.3
468,Alan Saldaña: Mi vida de pobre,Spanish,2017,TV-MA,6.1
470,Albert Pinto Ko Gussa Kyun Aata Hai?,Hindi,2019,TV-MA,6.2
471,Alejandro Riaño: Especial de stand up,Spanish,2018,TV-MA,4.9
472,Alelí,Spanish,2019,TV-MA,6.4
473,Alex Fernández: The Best Comedian in the World,Spanish,2020,TV-MA,7.1
474,Alex Strangelove,English,2018,TV-MA,6.3
475,Alexandria ... Why?,Arabic,1979,TV-MA,7.2
476,"Alexandria: Again and Forever (Iskanderija, kaman oue kaman)",Arabic,1989,TV-MA,6.4
477,Ali Baba ve 7 Cüceler,Turkish,2015,TV-MA,5.8
478,Ali Wong: Baby Cobra,English,2016,TV-MA,7.5
479,Ali Wong: Hard Knock Wife,English,2018,TV-MA,7.4
480,Ali's Wedding,English,2018,TV-MA,6.9
483,Alien Warfare,English,2019,TV-MA,2.6
484,All About Love,English,2017,TV-MA,3.9
485,All Is Well,German,2019,TV-MA,6.4
487,All of You,Filipino,2017,TV-MA,5.3
488,All The Bright Places,English,2020,TV-MA,6.5
489,All the Reasons to Forget,Portuguese,2017,TV-MA,6.3
490,Almost Love,English,2019,TV-MA,0.67
491,Alt-Right: Age of Rage,English,2018,TV-MA,5.7
493,Altered Carbon: Resleeved,Japanese,2020,TV-MA,6.5
494,Amanda Knox,English,2016,TV-MA,6.9
495,Amar,Spanish,2017,TV-MA,5.3
496,Amateur,English,2018,TV-MA,5.9
500,American Son,English,2019,TV-MA,5.6
501,Amy Schumer Growing,English,2019,TV-MA,5.2
502,Amy Schumer: The Leather Special,English,2017,TV-MA,2.9
504,An Egyptian Story (Hadduta misrija),Arabic,1982,TV-MA,7.2
505,Ana e Vitória,Portuguese,2018,TV-MA,6.6
506,Anchor Baby,English,2010,TV-MA,7.1
510,Animal World,Mandarin,2018,TV-MA,6.5
511,Animas,Spanish,2018,TV-MA,4.8
512,Anon,English,2018,TV-MA,6.1
513,Anthony Jeselnik: Fire in the Maternity Ward,English,2019,TV-MA,7.1
514,Anthony Jeselnik: Thoughts and Prayers,English,2015,TV-MA,7.8
516,Apostle,English,2018,TV-MA,6.3
517,Arango y Sanint: Ríase el show,Spanish,2018,TV-MA,4.0
518,Arès,French,2016,TV-MA,6.2
521,Armed to the Teeth,Spanish,2018,TV-MA,8.2
523,ARQ,English,2016,TV-MA,6.4
524,Arsenio Hall: Smart & Classy,English,2019,TV-MA,5.9
525,Article 15,Hindi,2019,TV-MA,8.2
526,Ascharyachakit!,Hindi,2018,TV-MA,5.0
528,Aurora,Romanian,2010,TV-MA,6.7
529,Autohead,Hindi,2016,TV-MA,6.0
530,Avengement,English,2019,TV-MA,6.5
531,Await Further Instructions,English,2018,TV-MA,4.8
532,Awake,English,2019,TV-MA,5.0
534,Awe,Telugu,2018,TV-MA,7.8
536,Axone,Hindi,2019,TV-MA,0.0
537,Ayana,Kannada,2017,TV-MA,8.6
538,Aziz Ansari: RIGHT NOW,English,2019,TV-MA,7.5
539,Baahubali 2: The Conclusion (Hindi Version),Hindi,2017,TV-MA,8.2
541,Baazaar,Hindi,2018,TV-MA,6.6
542,Babamın Ceketi,Turkish,2018,TV-MA,4.9
543,Back to School,French,2019,TV-MA,5.3
544,Bad Day for the Cut,English,2017,TV-MA,6.5
545,Bad Genius,Thai,2017,TV-MA,7.6
546,Bad Seeds,French,2018,TV-MA,7.3
547,Banana Split,English,2018,TV-MA,0.88
549,Barakah Meets Barakah,Arabic,2016,TV-MA,6.2
550,Barry,English,2016,TV-MA,5.8
552,Battle,Norwegian,2018,TV-MA,6.0
553,Battle Drone,English,2018,TV-MA,5.2
554,Bayonet,English,2019,TV-MA,5.8
555,Beasts of No Nation,English,2015,TV-MA,7.7
556,Beats,English,2019,TV-MA,6.4
557,Beauties of the Night,Spanish,2016,TV-MA,7.3
559,Been So Long,English,2018,TV-MA,5.4
560,Being Napoleon,English,2018,TV-MA,5.5
562,Belgica,Flemish,2016,TV-MA,6.7
563,Belmonte,Spanish,2018,TV-MA,6.1
566,Berlin Calling,German,2008,TV-MA,7.3
568,Berserk: The Golden Age Arc I - The Egg of the King,Japanese,2012,TV-MA,7.6
569,Berserk: The Golden Age Arc II - The Battle for Doldrey,Japanese,2012,TV-MA,7.8
570,Berserk: The Golden Age Arc III - The Advent,Japanese,2013,TV-MA,7.9
571,Bert Kreischer: Hey Big Boy,English,2020,TV-MA,7.1
572,Bert Kreischer: Secret Time,English,2018,TV-MA,7.4
573,Bert Kreischer: The Machine,English,2016,TV-MA,7.7
576,Best Worst Thing That Ever Could Have Happened,English,2016,TV-MA,7.5
577,Between Two Ferns: The Movie,English,2019,TV-MA,6.1
578,Beynelmilel,Turkish,2006,TV-MA,7.2
580,"Bikram: Yogi, Guru, Predator",English,2019,TV-MA,6.7
581,Bill Burr: Paper Tiger,English,2019,TV-MA,8.2
582,Bill Burr: Walk Your Way Out,English,2017,TV-MA,7.3
583,Bill Burr: You People Are All the Same,English,2012,TV-MA,8.3
584,Bill Hicks: One Night Stand,English,1991,TV-MA,8.2
585,Bill Hicks: Reflections,English,2015,TV-MA,6.6
586,Bill Hicks: Relentless,English,1992,TV-MA,8.7
587,Bill Hicks: Revelations,English,1993,TV-MA,8.6
588,Bill Hicks: Sane Man,English,1989,TV-MA,8.5
589,Bir Baba Hindu,Turkish,2016,TV-MA,2.8
590,Birdshot,Filipino,2016,TV-MA,6.6
596,Black Mirror: Bandersnatch,English,2018,TV-MA,7.2
599,Blind Detective,Cantonese,2013,TV-MA,6.5
602,Blitz Patrollie,English,2013,TV-MA,6.2
604,Blood Will Tell,Spanish,2019,TV-MA,6.1
605,Blue Jay,English,2016,TV-MA,7.3
606,Bo Burnham: what.,English,2013,TV-MA,8.5
608,Boi,Spanish,2018,TV-MA,4.8
609,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,English,2014,TV-MA,7.2
610,Bollywood Calling,English,2001,TV-MA,6.4
611,Bomb Scared,Hindi,2017,TV-MA,5.6
612,Bombairiya,Hindi,2018,TV-MA,4.4
613,Bombay Talkies,Hindi,2013,TV-MA,6.7
614,Bon Cop Bad Cop 2,French,2017,TV-MA,6.6
615,"Bon Cop, Bad Cop",French,2006,TV-MA,6.8
616,Born Beautiful,Filipino,2019,TV-MA,7.2
618,Boushkash,Arabic,2008,TV-MA,4.7
619,Boy Missing,Spanish,2016,TV-MA,6.4
620,Brad Paisley's Comedy Rodeo,English,2017,TV-MA,5.5
621,Brahman Naman,English,2016,TV-MA,5.6
624,Bridget Christie: Stand Up for Her,English,2016,TV-MA,6.2
625,Bright,English,2017,TV-MA,6.3
626,Brij Mohan Amar Rahe,Hindi,2018,TV-MA,6.9
628,Brother,French,2019,TV-MA,6.7
629,Brother in Love,Turkish,2019,TV-MA,7.1
630,Brother's Shadow,English,2006,TV-MA,5.9
631,Budapest,French,2018,TV-MA,5.3
632,Buddies,Portuguese,2012,TV-MA,6.7
633,Budhia Singh: Born to Run,Hindi,2016,TV-MA,7.7
634,Bulletproof 2,English,2020,TV-MA,3.5
635,Burn Out,French,2017,TV-MA,6.2
636,Burning Cane,English,2019,TV-MA,5.5
637,Burning Sands,English,2017,TV-MA,6.1
638,Buster's Mal Heart,English,2016,TV-MA,6.1
639,BuyBust,Tagalog,2018,TV-MA,5.8
640,Bygones Be Bygones,Turkish,2017,TV-MA,6.3
642,Calibre,English,2018,TV-MA,6.7
643,Calum von Moger: Unbroken,English,2019,TV-MA,6.2
644,Cam,English,2018,TV-MA,5.9
646,Candyflip,Hindi,2017,TV-MA,6.1
647,Can't Complain,Arabic,2007,TV-MA,0.0
648,Carbon,French,2017,TV-MA,6.6
649,Cargo,English,2018,TV-MA,6.3
650,Carlos Ballarta: El amor es de putos,Spanish,2016,TV-MA,7.0
652,Carlos Ballarta: Furia Ñera,Spanish,2018,TV-MA,7.2
654,Carrie Pilby,English,2016,TV-MA,6.6
655,Catching Feelings,English,2018,TV-MA,5.6
656,Catfight,English,2016,TV-MA,5.8
657,Cedric the Entertainer: Live from the Ville,English,2016,TV-MA,5.9
658,Chaman Bahaar,Hindi,2020,TV-MA,7.3
659,Chatô: The King of Brazil,Portuguese,2015,TV-MA,6.0
660,Children of God,English,1994,TV-MA,6.3
661,Chocolate City: Vegas Strip,English,2017,TV-MA,4.0
662,Chopsticks,Hindi,2019,TV-MA,6.5
663,Chris D'Elia: Incorrigible,English,2015,TV-MA,6.5
664,Chris D'Elia: Man on Fire,English,2017,TV-MA,6.6
665,Chris D'Elia: No Pain,English,2020,TV-MA,6.0
667,Chris Rock: Tamborine,English,2018,TV-MA,6.5
668,Chris Tucker Live,English,2015,TV-MA,6.3
669,Christina P: Mother Inferior,English,2017,TV-MA,6.3
671,Christmas Survival,English,2018,TV-MA,5.0
672,Chronically Metropolitan,English,2016,TV-MA,5.1
675,Circle,English,2015,TV-MA,6.0
676,Circus of Books,English,2020,TV-MA,7.1
678,Cities of Last Things,Mandarin,2018,TV-MA,6.2
679,City of God: 10 Years Later,Portuguese,2013,TV-MA,6.4
680,City of Joy,English,2018,TV-MA,7.4
681,Clair Obscur,Turkish,2016,TV-MA,6.5
684,Clinical,English,2017,TV-MA,5.1
685,Close,English,2019,TV-MA,5.7
686,Close Enemies,French,2018,TV-MA,6.3
688,"Club de Cuervos Presents: I, Potro",Spanish,2018,TV-MA,6.2
690,Coco y Raulito: Carrusel de ternura,Spanish,2018,TV-MA,6.6
691,Code 8,English,2019,TV-MA,6.1
693,Coffee & Kareem,English,2020,TV-MA,5.1
695,Colin Quinn: The New York Story,English,2016,TV-MA,6.7
696,Colin Quinn: Unconstitutional,English,2015,TV-MA,7.1
698,Consequences,Turkish,2014,TV-MA,6.6
699,Cosmos Laundromat: First Cycle,English,2015,TV-MA,7.4
702,Counterpunch,English,2017,TV-MA,6.7
703,Couples Counseling,Portuguese,2016,TV-MA,5.6
707,Craig Ferguson: Tickle Fight,English,2017,TV-MA,6.6
710,Creep 2,English,2017,TV-MA,6.4
711,Cristela Alonzo: Lower Classy,English,2017,TV-MA,6.3
713,Cuddle Weather,Filipino,2019,TV-MA,6.3
714,Curtiz,English,2018,TV-MA,6.0
716,D.L. Hughley: Clear,English,2014,TV-MA,6.7
717,D.L. Hughley: Contrarian,English,2018,TV-MA,6.5
718,Dabbe 5: Curse of the Jinn,Turkish,2014,TV-MA,6.0
719,Dabbe: The Possession,Turkish,2013,TV-MA,6.8
720,"Dana Carvey: Straight White Male, 60",English,2016,TV-MA,6.4
723,Daniel Sosa: Maleducado,Spanish,2019,TV-MA,7.0
724,Daniel Sosa: Sosafado,Spanish,2017,TV-MA,5.3
725,Danur: I Can See Ghosts,Indonesian,2017,TV-MA,5.4
726,Dany Boon: Des Hauts De France,French,2018,TV-MA,5.8
727,Darc,English,2018,TV-MA,5.8
730,Dark Light,English,2019,TV-MA,4.1
731,Dave Chappelle: Sticks & Stones,English,2019,TV-MA,8.5
733,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,English,2020,TV-MA,7.5
734,David A. Arnold: Fat Ballerina,English,2020,TV-MA,7.5
735,David Batra: Elefanten i rummet,Swedish,2020,TV-MA,5.9
736,David Brent: Life on the Road,English,2016,TV-MA,6.3
737,David Cross: Making America Great Again!,English,2016,TV-MA,6.4
738,David Foster: Off the Record,English,2019,TV-MA,7.5
739,Dead Kids,Filipino,2019,TV-MA,5.5
740,Dear Ex,Mandarin,2018,TV-MA,7.4
741,Death Note,English,2017,TV-MA,4.5
744,Def Comedy Jam 25,English,2017,TV-MA,6.6
745,Demetri Martin: Live (At the Time),English,2015,TV-MA,7.4
746,Demetri Martin: The Overthinker,English,2018,TV-MA,7.2
747,Deon Cole: Cole Hearted,English,2019,TV-MA,6.9
749,DeRay Davis: How to Act Black,English,2017,TV-MA,6.1
750,Derren Brown: Miracle,English,2018,TV-MA,6.6
751,Derren Brown: Sacrifice,English,2018,TV-MA,7.1
752,Derren Brown: The Push,English,2018,TV-MA,7.5
753,Desire,Spanish,2017,TV-MA,3.9
754,Desperados,English,2020,TV-MA,5.8
755,Despite Everything,Spanish,2019,TV-MA,5.3
756,Deuces,English,2016,TV-MA,5.9
757,Dev.D,Hindi,2009,TV-MA,8.0
759,Die Ontwaking,Afrikaans,2015,TV-MA,4.8
760,Dieter Nuhr: Nuhr in Berlin,German,2016,TV-MA,4.8
761,Dil Dhadakne Do,Hindi,2015,TV-MA,6.8
